Airline,Sentiment,Word,Count
Air France,Negative,difference,3
Air France,Negative,onboard,3
Air France,Negative,trouble,3
Air France,Negative,obtained,3
Air France,Negative,lose,3
Air France,Negative,beirut,3
Air France,Negative,shocked,3
Air France,Negative,mexico,3
Air France,Negative,rules,3
Air France,Negative,toilet,3
Air France,Negative,mention,3
Air France,Negative,rather,3
Air France,Negative,sad,3
Air France,Negative,venice,3
Air France,Negative,twice,3
Air France,Negative,stating,3
Air France,Negative,whatsoever,3
Air France,Negative,captain,3
Air France,Negative,baby,3
Air France,Negative,big,3
Air France,Negative,eye,3
Air France,Negative,meals,3
Air France,Negative,flyer,3
Air France,Negative,coffee,3
Air France,Negative,pretty,3
Air France,Negative,assured,3
Air France,Negative,usually,3
Air France,Negative,ife,3
Air France,Negative,dish,3
Air France,Negative,serving,3
Air France,Negative,believe,3
Air France,Negative,paying,3
Air France,Negative,vouchers,3
Air France,Negative,stress,3
Air France,Negative,immigration,3
Air France,Negative,ruined,3
Air France,Negative,looking,3
Air France,Negative,face,3
Air France,Negative,alone,3
Air France,Negative,started,3
Air France,Negative,adults,3
Air France,Negative,show,3
Air France,Negative,dealing,3
Air France,Negative,disaster,3
Air France,Negative,agent,3
Air France,Negative,cape,3
Air France,Negative,town,3
Air France,Negative,overlook,3
Air France,Negative,pathetic,3
Air France,Negative,announcement,3
Air France,Negative,purchase,3
Air France,Negative,apology,3
Air France,Negative,addition,3
Air France,Negative,nice,3
Air France,Negative,showed,3
Air France,Negative,approximately,3
Air France,Negative,control,3
Air France,Negative,discount,3
Air France,Negative,mujer,3
Air France,Negative,avi,3
Air France,Negative,push,3
Air France,Negative,recently,2
Air France,Negative,inconvenient,2
Air France,Negative,january,2
Air France,Negative,headphones,2
Air France,Negative,attention,2
Air France,Negative,happened,2
Air France,Negative,free,2
Air France,Negative,frozen,2
Air France,Negative,opening,2
Air France,Negative,complaints,2
Air France,Negative,respond,2
Air France,Negative,neither,2
Air France,Negative,tiny,2
Air France,Negative,paper,2
Air France,Negative,cups,2
Air France,Negative,calling,2
Air France,Negative,sure,2
Air France,Negative,meet,2
Air France,Negative,expectations,2
Air France,Negative,amenities,2
Air France,Negative,track,2
Air France,Negative,mediocre,2
Air France,Negative,sandwich,2
Air France,Negative,october,2
Air France,Negative,reached,2
Air France,Negative,kinshasa,2
Air France,Negative,tarmac,2
Air France,Negative,major,2
Air France,Negative,register,2
Air France,Negative,bank,2
Air France,Negative,transferred,2
Air France,Negative,nightmare,2
Air France,Negative,met,2
Air France,Negative,friend,2
Air France,Negative,claims,2
Air France,Negative,weird,2
Air France,Negative,shouted,2
Air France,Negative,supervisor,2
Air France,Negative,atlanta,2
Air France,Negative,morocco,2
Air France,Negative,dollars,2
Air France,Negative,shoes,2
Air France,Negative,result,2
Air France,Negative,bothered,2
Air France,Negative,dinner,2
Air France,Negative,serve,2
Air France,Negative,talking,2
Air France,Negative,rest,2
Air France,Negative,advertising,2
Air France,Negative,deem,2
Air France,Negative,practice,2
Air France,Negative,proper,2
Air France,Negative,mashama,2
Air France,Negative,bailey,2
Air France,Negative,advertised,2
Air France,Negative,numerous,2
Air France,Negative,limit,2
Air France,Negative,advised,2
Air France,Negative,emails,2
Air France,Negative,smaller,2
Air France,Negative,deal,2
Air France,Negative,think,2
Air France,Negative,pressure,2
Air France,Negative,separately,2
Air France,Negative,replied,2
Air France,Negative,surprised,2
Air France,Negative,thing,2
Air France,Negative,thought,2
Air France,Negative,payment,2
Air France,Negative,competition,2
Air France,Negative,world,2
Air France,Negative,goes,2
Air France,Negative,filled,2
Air France,Negative,messenger,2
Air France,Negative,refunded,2
Air France,Negative,scan,2
Air France,Negative,round,2
Air France,Negative,pilot,2
Air France,Negative,offloaded,2
Air France,Negative,representatives,2
Air France,Negative,lying,2
Air France,Negative,list,2
Air France,Negative,knows,2
Air France,Negative,kgs,2
Air France,Negative,understandable,2
Air France,Negative,please,2
Air France,Negative,cheese,2
Air France,Negative,reasons,2
Air France,Negative,pre,2
Air France,Negative,fault,2
Air France,Negative,ticketing,2
Air France,Negative,sales,2
Air France,Negative,partner,2
Air France,Negative,initially,2
Air France,Negative,expect,2
Air France,Negative,month,2
Air France,Negative,spain,2
Air France,Negative,costs,2
Air France,Negative,involved,2
Air France,Negative,address,2
Air France,Negative,trusted,2
Air France,Negative,starts,2
Air France,Negative,hear,2
Air France,Negative,shopping,2
Air France,Negative,things,2
Air France,Negative,hamburg,2
Air France,Negative,stop,2
Air France,Negative,nowhere,2
Air France,Negative,questions,2
Air France,Negative,data,2
Air France,Negative,although,2
Air France,Negative,trips,2
Air France,Negative,clearly,2
Air France,Negative,condescending,2
Air France,Negative,add,2
Air France,Negative,returned,2
Air France,Negative,ask,2
Air France,Negative,phones,2
Air France,Negative,unless,2
Air France,Negative,june,2
Air France,Negative,lisbon,2
Air France,Negative,normal,2
Air France,Negative,throw,2
Air France,Negative,managed,2
Air France,Negative,job,2
Air France,Negative,looks,2
Air France,Negative,choose,2
Air France,Negative,overweight,2
Air France,Negative,indicated,2
Air France,Negative,top,2
Air France,Negative,together,2
Air France,Negative,spending,2
Air France,Negative,requirements,2
Air France,Negative,occurred,2
Air France,Negative,entire,2
Air France,Negative,newcastle,2
Air France,Negative,writing,2
Air France,Negative,memory,2
Air France,Negative,positive,2
Air France,Negative,legroom,2
Air France,Negative,qatar,2
Air France,Negative,annoying,2
Air France,Negative,fighting,2
Air France,Negative,treatment,2
Air France,Negative,basically,2
Air France,Negative,locked,2
Air France,Negative,pushed,2
Air France,Negative,sub,2
Air France,Negative,airfrance,2
Air France,Negative,countless,2
Air France,Negative,kiosk,2
Air France,Negative,done,2
Air France,Negative,asks,2
Air France,Negative,print,2
Air France,Negative,behold,2
Air France,Negative,standing,2
Air France,Negative,story,2
Air France,Negative,causing,2
Air France,Negative,sometimes,2
Air France,Negative,helped,2
Air France,Negative,fees,2
Air France,Negative,cancellations,2
Air France,Negative,sat,2
Air France,Negative,pandemic,2
Air France,Negative,repeated,2
Air France,Negative,poorly,2
Air France,Negative,organised,2
Air France,Negative,stressful,2
Air France,Negative,planned,2
Air France,Negative,mess,2
Air France,Negative,entered,2
Air France,Negative,able,2
Air France,Negative,outbound,2
Air France,Negative,among,2
Air France,Negative,medium,2
Air France,Negative,rapid,2
Air France,Negative,sleep,2
Air France,Negative,hungry,2
Air France,Negative,lady,2
Air France,Negative,timatic,2
Air France,Negative,entry,2
Air France,Negative,provide,2
Air France,Negative,accurate,2
Air France,Negative,treat,2
Air France,Negative,courtesy,2
Air France,Negative,son,2
Air France,Negative,escalated,2
Air France,Negative,entering,2
Air France,Negative,dubai,2
Air France,Negative,degrees,2
Air France,Negative,refundable,2
Air France,Negative,screens,2
Air France,Negative,beginning,2
Air France,Negative,department,2
Air France,Negative,partial,2
Air France,Negative,price,2
Air France,Negative,correspond,2
Air France,Negative,chair,2
Air France,Negative,bar,2
Air France,Negative,requests,2
Air France,Negative,particularly,2
Air France,Negative,miami,2
Air France,Negative,smell,2
Air France,Negative,emergency,2
Air France,Negative,seattle,2
Air France,Negative,understanding,2
Air France,Negative,eventually,2
Air France,Negative,gesture,2
Air France,Negative,moreover,2
Air France,Negative,opened,2
Air France,Negative,according,2
Air France,Negative,obtain,2
Air France,Negative,strike,2
Air France,Negative,customers,2
Air France,Negative,blue,2
Air France,Negative,buenos,2
Air France,Negative,aires,2
Air France,Negative,spoken,2
Air France,Negative,aberdeen,2
Air France,Negative,specially,2
Air France,Negative,ceremony,2
Air France,Negative,forgot,2
Air France,Negative,realised,2
Air France,Negative,added,2
Air France,Negative,belgrade,2
Air France,Negative,direct,2
Air France,Negative,accommodation,2
Air France,Negative,british,2
Air France,Negative,shown,2
Air France,Negative,separated,2
Air France,Negative,prior,2
Air France,Negative,must,2
Air France,Negative,indeed,2
Air France,Negative,birmingham,2
Air France,Negative,bud,2
Air France,Negative,filed,2
Air France,Negative,movie,2
Air France,Negative,names,2
Air France,Negative,moved,2
Air France,Negative,consider,2
Air France,Negative,worry,2
Air France,Negative,strange,2
Air France,Negative,frequent,2
Air France,Negative,cathay,2
Air France,Negative,selection,2
Air France,Negative,spilled,2
Air France,Negative,starting,2
Air France,Negative,grabbed,2
Air France,Negative,organized,2
Air France,Negative,sleeping,2
Air France,Negative,crowd,2
Air France,Negative,encountered,2
Air France,Negative,futile,2
Air France,Negative,hong,2
Air France,Negative,kong,2
Air France,Negative,downgraded,2
Air France,Negative,upgraded,2
Air France,Negative,everybody,2
Air France,Negative,average,2
Air France,Negative,text,2
Air France,Negative,worn,2
Air France,Negative,touch,2
Air France,Negative,cared,2
Air France,Negative,room,2
Air France,Negative,toilets,2
Air France,Negative,overnight,2
Air France,Negative,empty,2
Air France,Negative,country,2
Air France,Negative,cut,2
Air France,Negative,cause,2
Air France,Negative,moscow,2
Air France,Negative,santiago,2
Air France,Negative,clothing,2
Air France,Negative,making,2
Air France,Negative,rolly,2
Air France,Negative,plenty,2
Air France,Negative,load,2
Air France,Negative,file,2
Air France,Negative,closing,2
Air France,Negative,kid,2
Air France,Negative,attended,2
Air France,Negative,body,2
Air France,Negative,cares,2
Air France,Negative,charging,2
Air France,Negative,bassinet,2
Air France,Negative,plus,2
Air France,Negative,delivery,2
Air France,Negative,lufthansa,2
Air France,Negative,route,2
Air France,Negative,ewr,2
Air France,Negative,promised,2
Air France,Negative,deliver,2
Air France,Negative,urgent,2
Air France,Negative,value,2
Air France,Negative,papeete,2
Air France,Negative,kind,2
Air France,Negative,criminal,2
Air France,Negative,marquesas,2
Air France,Negative,tahiti,2
Air France,Negative,tokyo,2
Air France,Negative,absolute,2
Air France,Negative,correct,2
Air France,Negative,wants,2
Air France,Negative,bill,2
Air France,Negative,mode,2
Air France,Negative,sky,2
Air France,Negative,self,2
Air France,Negative,checkin,2
Air France,Negative,literally,2
Air France,Negative,mauritius,2
Air France,Negative,inefficient,2
Air France,Negative,eur,2
Air France,Negative,procedure,2
Air France,Negative,fare,2
Air France,Negative,brought,2
Air France,Negative,size,2
Air France,Negative,economics,2
Air France,Negative,national,2
Air France,Negative,picture,2
Air France,Negative,logic,2
Air France,Negative,ago,2
Air France,Negative,chicago,2
Air France,Negative,bom,2
Air France,Negative,gift,2
Air France,Negative,repeat,2
Air France,Negative,door,2
Air France,Negative,house,2
Air France,Negative,runway,2
Air France,Negative,bogota,2
Air France,Negative,inside,2
Air France,Negative,jakarta,2
Air France,Negative,procedures,2
Air France,Negative,unacceptable,2
Air France,Negative,included,2
Air France,Negative,young,2
Air France,Negative,amenity,2
Air France,Negative,kit,2
Air France,Negative,inches,2
Air France,Negative,planes,2
Air France,Negative,pressed,2
Air France,Negative,button,2
Air France,Negative,outrageous,2
Air France,Negative,allow,2
Air France,Negative,payments,2
Air France,Negative,samsonite,2
Air France,Negative,van,2
Air France,Negative,llegamos,2
Air France,Negative,aeropuerto,2
